ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
253-1	i	1	ts	l	Ø	Ø	ɬ	Ø	Ø	Ø	Ø	Ø	2547:0	柿子
23-37	i	37	t	t	t	t	t	t	t	t	t	t	1733:0, 5561:0, 801:0, 1343:0, 4152:0, 1338:0, 2287:0, 3086:0, 394:0, 6219:0, 5120:0, 5307:0, 1189:0, 1363:0, 257:0, 3513:0, 2035:0, 4211:0, 5811:0, 2226:0, 5157:0, 4166:0, 1034:0, 3515:0, 3523:0, 5492:0, 5812:0, 1551:0, 4452:0, 5557:0, 1433:0, 5122:0, 3799:0, 913:0, 5160:0, 3286:0, 1025:0	人 / 儿媳 / 儿子 / 公牛 / 公鸡 / 冬瓜 / 厚 / 名字 / 后面 / 哥哥 / 哪个 / 喇叭 / 地 / 坏 / 女儿 / 女婿 / 好 / 妹妹 / 姑娘 / 嫩 / 孤儿 / 小孩 / 尖 / 尾巴 / 得到 / 拿 / 指 / 指甲 / 斧子 / 旱地 / 晚上 / 月 / 樹枝 / 母牛 / 母鸡 / 活 / 深 / 灯 / 灯笼 / 爪子 / 牙齿 / 牛犊 / 独子 / 生 / 皮 / 皮肤 / 真 / 硬 / 种子 / 空 / 笑 / 红 / 绿 / 翅膀 / 老 / 老鼠 / 肛门 / 脚 / 蓝 / 血 / 裙子 / 认识 / 记得 / 豆腐 / 跛子 / 路 / 蹄 / 身体 / 软 / 都 / 野猪 / 霜 / 鸟 / 鸡冠 / 黄 / （牛）角 / （线）断
486-10	i	10	t	t	t	t	d	t	z	ð	t	t	2756:0, 5678:0, 3810:0, 4593:0, 5209:0, 2675:0, 3110:0, 1035:0, 2532:0, 338:0	位（客） / 只（鸡） / 哪个 / 柴 / 棵（树） / 死 / 火 / 炸 / 等 / 花生 / 豆腐 / 豇豆 / 锍
336-5	i	5	t	tɕ	ʈ	tʂ	tɬ	ʂ	ʈ	ʈ	t	t	753:0, 450:0, 5002:0, 3798:0, 5762:0	六 / 六月 / 十六 / 笑 / 螃蟹 / 门
1001-4	i	4	t	tɕ	ʈ	tʂ	d	ʈ	t	t	t	t	4390:0, 3833:0, 4389:0, 4354:0	筷子 / 肥肉 / 胆 / 胖
221-3	i	3	t	t	ʈʰ	tɬ	ʈʰ	t	t	ⁿt	t	t	4533:0, 1934:0, 2910:0	扫帚 / 没有 / 生（小孩） / 舂
401-3	i	3	t	t	ⁿt	h	ⁿt	t	t	t	tʰ	t	1861:0, 1778:0, 2583:0	怀孕 / 扁担 / 树梢 / （线）断
46-2	i	2	t	tɕ	tɬ	Ø	ts	t	ⁿɢ	qʰ	Ø	s	861:0, 236:0	井 / 台阶
294-2	i	2	t	Ø	ⁿts	ⁿp	ⁿts	ⁿp	p	p	t	s	4993:0, 2277:0	早晨 / 蝴蝶
690-2	i	2	t	Ø	Ø	ⁿtʂʰ	dʑ	ⁿʈ	t	t	Ø	Ø	2296:0, 2278:0	早晨 / 明天
745-2	i	2	t	Ø	ⁿt	Ø	tʰ	Ø	t	ð	Ø	t	616:0, 6126:0	前面 / 黄豆
747-2	i	2	t	t	ⁿt	tɬ	gʱ	-	Ø	ʈ	t	k	2559:0, 100:0	下（小猪） / 容易 / 树干
1045-2	i	2	t	t	t	ⁿt	t	t	ⁿt	ⁿt	t	Ø	1333:0, 2426:0	夹 / 杀（人）
504-1	i	1	t	Ø	t	t	dʱ	t	z	ð	Ø	Ø	2460:0	来
703-1	i	1	t	t	ⁿt	ⁿt	ⁿt	ⁿt	t	ⁿt	t	t	5754:0	长
237-6	i	6	s	s	s	sʰ	s	s	ʑ	s	s	sʰ	5473:0, 5260:0, 5769:0, 5971:0, 790:0, 2236:0	厕所 / 方 / 赠送 / 送（客） / 闪 / 雷 / 骨头
185-4	i	4	s	s	ʑ	s	ʑ	s	z	z	Ø	ɕ	2384:0, 5529:0, 5443:0, 5686:0	木匠 / 连接 / 醒 / 错
768-4	i	4	s	s	s	sʰ	s	ʔ	s	s	s	sʰ	4796:0, 330:0, 3057:0, 4003:0	伞 / 漏 / 纱 / 蓑衣
947-4	i	4	s	s	tsʰ	sʰ	tsʰ	Ø	tsʰ	tsʰ	Ø	ɕʰ	5969:0, 3092:0, 5687:0, 3734:0	灰 / 穷 / 纺车 / 错 / 骨头
473-3	i	3	s	h	ʂ	sʰ	ʂ	s	s	s	s	s	140:0, 528:0, 4591:0	下午 / 中午 / 初一 / 初三 / 初二 / 花生
208-2	i	2	s	s	s	ʂ	s	ʐ	s	ts	s	Ø	2462:0, 5480:0	松 / 选
289-2	i	2	s	s	ʈ	tʂ	ɖʰ	ʈ	tsʰ	tsʰ	Ø	t	4772:0, 3783:0	竹子 / 葱
362-2	i	2	s	s	ⁿts	ⁿz	ʑ	ⁿts	ⁿdz	ⁿdz	s	tɕ	3472:0, 1422:0	孙子 / 痩
751-2	i	2	s	s	Ø	ʐ	Ø	Ø	ʐ	s	Ø	ɕʰ	5634:0, 4670:0	草 / 锁
913-2	i	2	s	s	ɕ	sʰ	s	ɕ	s	ɕ	s	sʰ	357:0, 5633:0	信 / 锁
980-2	i	2	s	s	ʂ	sʰ	ʔ	tɕ	s	ʑ	ɕ	xʰ	5594:0, 50:0	上边 / 钥匙
407-1	i	1	s	s	ts	sʰ	s	Ø	tsʰ	tsʰ	ts	sʰ	2890:0	沙子
787-4	i	4	qʰ	qʰ	qʰ	qʰ	qʰ	Ø	qʰ	qʰ	qʰ	qʰ	2078:0, 1652:0, 2961:0, 2029:0	干枯 / 拴（牛） / 捆绑 / 洞
421-3	i	3	qʰ	q	k	q	k	k	kʰ	q	kʰ	q	4745:0, 3574:0, 3197:0	壳儿 / 指甲 / 爪子 / 皮 / 皮肤 / 眼泪 / 萝卜
779-3	i	3	qʰ	ʔ	k	k	g	k	k	k	k	k	2913:0, 2191:0, 2051:0	指甲 / 敢 / 沟 / 河 / 爪子
91-2	i	2	qʰ	qʰ	ⁿqʰ	ⁿqʰ	ⁿq	ⁿk	ⁿqʰ	qʰ	qʰ	Ø	3030:0, 2963:0	洞 / 渴
587-2	i	2	qʰ	Ø	k	q	g	Ø	qʰ	kʰ	qʰ	q	1195:0, 4603:0	坏 / 影子 / 旁边 / 树根 / 芽 / 裤子 / 门
410-1	i	1	qʰ	-	q	q	ʔ	h	q	q	q	Ø	4756:0	葡萄
801-15	i	15	q	q	q	q	q	h	q	q	q	q	2267:0, 3432:0, 6033:0, 368:0, 6029:0, 1147:0, 1905:0, 5609:0, 846:0, 912:0, 2943:0, 4490:0, 4444:0, 4167:0, 6035:0	借（钱） / 公鸡 / 口水 / 后面 / 哑巴 / 四月 / 屁股 / 屎 / 打鸣 / 旧 / 星星 / 母鸡 / 泥巴 / 甜 / 老 / 老头儿 / 脖子 / 腿 / 钩子 / 鸡 / 鸡冠
981-7	i	7	q	q	k	k	k	k	tɕ	tɕ	k	k	4959:0, 5314:0, 4618:0, 6211:0, 4958:0, 4888:0, 5316:0	臭虫 / 苍蝇 / 虫 / 虱子 / 蚂蚁 / 蚊子 / 蚯蚓 / 蛔虫 / 蜘蛛 / 路 / （牛）角
282-4	i	4	q	qʰ	kʰ	kʰ	kʰ	k	kʰ	kʰ	k	q	2090:0, 5849:0, 1255:0, 4617:0	壳儿 / 捡 / 痒 / 苍蝇 / 草鞋 / 鞋
400-4	i	4	q	q	q	q	ⁿk	ⁿk	ⁿdz	ⁿdz	k	tɕ	4942:0, 2834:0, 3137:0, 5028:0	水缸 / 煤 / 蛋黄 / 螺蛳
459-4	i	4	q	Ø	q	q	ɢ	h	tɕ	ⁿts	k	k	359:0, 5288:0, 5029:0, 2582:0	倒（下） / 树梢 / 螺蛳 / 跌倒 / 醉
94-3	i	3	q	q	qʰ	qʰ	qʰ	h	χ	qʰ	Ø	kʰ	4289:0, 1668:0, 1395:0	厕所 / 头巾 / 姜 / 年纪 / 晚上 / 洞 / 肛门
109-3	i	3	q	q	q	q	q	k	k	k	k	k	4930:0, 6212:0, 1176:0	发烧 / 圆 / 蛋 / 蛋白 / （牛）角
917-3	i	3	q	q	k	q	kʰ	Ø	q	l	k	q	1893:0, 4913:0, 5799:0	手指 / 昨天 / 燕子 / 猫 / 石头 / 糠 / 蛆 / 雪
995-3	i	3	q	q	k	q	ⁿq	Ø	q	q	q	q	17:0, 4233:0, 2316:0	丈夫 / 下巴 / 别人 / 叶子 / 嘴，口 / 墙 / 头 / 尾巴 / 扬尘 / 星星 / 木板 / 樹枝 / 火 / 灰 / 翅膀 / 耳朵 / 耳环 / 胃 / 舌 / 茅草 / 葱 / 裙子 / 裹腿布 / 身体 / 骨头 / 麻雀 / 黄鼠狼 / 鼻涕
722-2	i	2	q	q	tɕʰ	tɕʰ	tsʰ	tɕʰ	ⁿts	q	tɕʰ	tɕʰ	2018:0, 2260:0	拳 / 旗子
836-2	i	2	q	tɕ	q	q	q	h	qʰ	qʰ	q	qʰ	4288:0, 1445:0	客人 / 肛门
994-1	i	1	q	Ø	q	k	k	Ø	q	tɕʰ	Ø	k	4912:0	蛆
231-13	i	13	pʰ	p	ⁿp	ⁿp	ⁿd	ⁿp	ⁿb	ⁿb	pʰ	m	881:0, 3946:0, 4557:0, 5852:0, 3541:0, 4870:0, 4879:0, 2795:0, 4248:0, 5408:0, 5397:0, 2821:0, 933:0	叶子 / 听 / 水桶 / 水稻 / 盖（锅） / 糯米 / 编（辫子） / 聋子 / 舌 / 茶叶 / 蚂蚁 / 蚂蟥 / 辣椒 / 辫子 / 鞭子
1008-7	i	7	pʰ	pʰ	p	p	b	p	v	v	p	p	1991:0, 4319:0, 1899:0, 2640:0, 4221:0, 2124:0, 3005:0	手镯 / 抱 / 搬 / 棉絮 / 浮 / 耙 / 肩膀
352-3	i	3	pʰ	p	p	p	f	p	v	ⁿb	pʰ	p	3563:0, 4742:0, 5700:0	看见 / 萝卜 / 锤子
262-2	i	2	pʰ	pʰ	pʰ	pʰ	pʰ	p	pʰ	pʰ	pʰ	Ø	6215:0, 3129:0	烧（山） / （猪）拱（土）
972-2	i	2	pʰ	tʰ	pʰ	pʰ	pʰ	p	pʰ	pʰ	pʰ	pʰ	655:0, 959:0	劈 / 吹（喇叭）
1058-2	i	2	pʰ	pʰ	p	pʰ	pʰ	s	p	p	p	p	546:0, 599:0	刨子 / 剁 / 砍（骨头）
35-1	i	1	pʰ	p	p	p	Ø	p	Ø	pʰ	Ø	p	5258:0	赔
611-1	i	1	pʰ	tʰ	tsʰ	ⁿpʰ	Ø	ⁿp	ⁿpʰ	ⁿpʰ	pʰ	pʰ	1364:0	女儿 / 妹妹 / 姑娘
680-40	i	40	p	p	p	p	p	p	p	p	p	p	3505:0, 3584:0, 28:0, 2783:0, 2882:0, 440:0, 4586:0, 3803:0, 1830:0, 1318:0, 3552:0, 31:0, 4489:0, 3054:0, 5261:0, 6222:0, 5103:0, 4897:0, 3055:0, 1139:0, 1736:0, 2868:0, 37:0, 3117:0, 1630:0, 1884:0, 838:0, 6125:0, 5475:0, 1853:0, 592:0, 150:0, 432:0, 3673:0, 3268:0, 1584:0, 5837:0, 2641:0, 2492:0, 2350:0	三 / 三十 / 三月 / 中间 / 公牛 / 公鸡 / 分 / 初三 / 刺 / 十三 / 变 / 四 / 头发 / 山 / 帮助 / 开（门） / 心脏 / 我们 / 房子 / 扁 / 手 / 手指 / 指甲 / 掉 / 暗 / 果子 / 柱子 / 棉絮 / 比 / 毛 / 池塘 / 沉 / 满 / 烟 / 父亲 / 狐狸 / 瓦房 / 百 / 眉毛 / 睡觉 / 祖父 / 笔 / 给 / 腿 / 花 / 草房 / 落 / 蚊帐 / 被子 / 赠送 / 逃跑 / 面粉 / 黄豆 / （花）开
157-12	i	12	p	p	p	p	p	p	v	v	p	p	1438:0, 5429:0, 5155:0, 1658:0, 2405:0, 4170:0, 1898:0, 591:0, 4209:0, 323:0, 5575:0, 4438:0	会（写） / 刺 / 孵 / 平 / 手镯 / 木板 / 知道 / 祖母 / 老太太 / 老鼠 / 脓 / 认识 / 还帐 / 钉耙
501-7	i	7	p	t	tʂ	p	p	p	p	p	pʰ	p	231:0, 746:0, 2440:0, 3398:0, 4050:0, 1845:0, 819:0	五 / 五月 / 十五 / 去年 / 房子 / 李子 / 柿子 / 桃 / 梨 / 瓜藤 / 瓦房 / 结（果） / 草房 / 葡萄
640-3	i	3	p	p	p	p	b	p	pʰ	p	p	p	4437:0, 2308:0, 5432:0	明年 / 脓 / 进（屋）
441-2	i	2	p	Ø	ⁿp	ⁿp	ⁿp	ⁿp	ⁿp	ⁿp	Ø	p	427:0, 4115:0	八月 / 罐子 / 野猪
831-2	i	2	p	t	t	p	b	p	p	p	f	p	4764:0, 1284:0	冬瓜 / 南瓜 / 大家 / 果子 / 橘子 / 瓜 / 瓜子 / 茄子 / 萝卜 / 葫芦 / 西瓜 / 辣椒 / 黄瓜
834-2	i	2	p	t	ⁿt	ⁿt	tɬ	ⁿt	t	t	t	t	2238:0, 3041:0	头发 / 手指 / 方 / 毛 / 湿 / 眉毛
148-1	i	1	p	p	Ø	p	p	Ø	pʰ	pʰ	Ø	Ø	2295:0	明天
828-1	i	1	p	tʰ	Ø	Ø	Ø	p	pʰ	pʰ	Ø	Ø	1121:0	喷
593-9	i	9	n̥	n̥	n̥	n̥	n̥	n	n	n̥	n	n	1302:0, 940:0, 530:0, 3756:0, 1686:0, 5054:0, 905:0, 3757:0, 3846:0	初一 / 初三 / 初二 / 后天 / 听见 / 天 / 太阳 / 弓 / 每天 / 穿（衣） / 箭 / 衣袋 / 麻袋
700-2	i	2	n̥	n̥	n	n	n	n	n	ʔ	n	n	270:0, 818:0	今天 / 去年
469-1	i	1	n̥	n̥	n	n̥	n	n	n	n̥	n	n	908:0	后天 / 昨天
232-12	i	12	n	n	n	n	n	n	n	n	n	n	888:0, 5775:0, 1080:0, 275:0, 4919:0, 1287:0, 3760:0, 108:0, 4178:0, 3910:0, 258:0, 475:0	下（雨） / 人 / 今年 / 冷 / 吃 / 啄木鸟 / 大家 / 穿（鞋） / 粟 / 老头儿 / 老鼠 / 蛇 / 问 / 鸟
668-4	i	4	n	ŋ	ŋ	ȵ	n	ȵ	ʔ	ʔ	nʲ	nʲ	4693:0, 736:0, 4565:0, 831:0	十二月 / 双 / 船 / 草鞋 / 蛇
984-4	i	4	n	n	ȵ	n	Ø	n	ȵ	n	n	n	300:0, 302:0, 1350:0, 556:0	他 / 他们 / 别人 / 奶汁 / 老太太
904-3	i	3	n	nʲ	n	n̥	ȵ	Ø	n	n	nʲ	n	1666:0, 820:0, 2418:0	今年 / 去年 / 年纪 / 木耳
136-2	i	2	n	n	n̥	n̥	Ø	n	n	n̥	n	n	271:0, 1748:0	今天 / 忘记
292-2	i	2	n	m	n	n	n	n	n	n	n	n	5794:0, 6021:0	雨 / 鸟 / 鸟窝
417-2	i	2	n	n	tɬ	n	Ø	n	n	n	n	nʲ	1026:0, 1097:0	哥哥 / 喇叭 / 舅父
285-1	i	1	n	n	n	ȵ	Ø	n	n	Ø	Ø	n	4535:0	舅母
777-1	i	1	n	n	n	n	ȵ	n	n	ʔ	n	n	5431:0	这
124-3	i	3	m̥	m̥	m̥	m̥	m̥	m	m	m̥	m	m	1127:0, 3224:0, 3397:0	嗅 / 牙齿 / 瓜藤 / 藤子
518-2	i	2	m̥	m	m	m	m	Ø	m	m̥	m	m	5379:0, 1636:0	帽子 / 软
769-16	i	16	m	m	m	m	m	m	m	m	m	n	3550:0, 4615:0, 815:0, 116:0, 120:0, 4964:0, 349:0, 3460:0, 1349:0, 4472:0, 4171:0, 5937:0, 2760:0, 2765:0, 934:0, 6064:0	不 / 不是 / 你们 / 去 / 听 / 奶汁 / 母亲 / 母牛 / 没有 / 疼 / 病 / 眉毛 / 老太太 / 脸 / 苍蝇 / 蜜蜂 / 马蜂 / 马蜂窝 / 麻子
240-14	i	14	m	m	m	m	m	m	m	m	m	m	3577:0, 3572:0, 2366:0, 2773:0, 3588:0, 2905:0, 771:0, 192:0, 5836:0, 343:0, 2417:0, 2758:0, 4579:0, 5187:0	买 / 你 / 卖 / 有 / 木耳 / 母亲 / 母鸡 / 没有 / 眼泪 / 眼睛 / 瞎子 / 芝麻 / 谜语 / 面粉
712-8	i	8	m	m	m̥	m̥	m̥	m	m	m̥	m	m	2343:0, 2252:0, 2764:0, 2213:0, 2781:0, 62:0, 4966:0, 5953:0	下午 / 斗笠 / 族称 / 晚上 / 母牛 / 每天 / 磨（面） / 蜜蜂 / 马鞍
51-1	i	1	m	m	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	4122:0	网
140-1	i	1	m	m	n	m	Ø	m	m	m	m	m	39:0	三月 / 马
953-1	i	1	m	ȵ	m̥	m̥	m̥	m	m	m̥	Ø	m	765:0	半夜
508-19	i	19	l	l	l	l	l	l	ˀl	ˀl	l	l	3600:0, 136:0, 1977:0, 3974:0, 337:0, 6108:0, 441:0, 1620:0, 3347:0, 3087:0, 365:0, 4592:0, 5450:0, 5820:0, 5979:0, 2461:0, 5163:0, 3046:0, 155:0	个（蛋） / 乌鸦 / 位（客） / 倒（水） / 公鸡 / 喇叭 / 席子 / 折断 / 来 / 滚 / 灯笼 / 猴子 / 短 / 红 / 红糖 / 花生 / 话 / 迟 / 露水 / 高粱 / 黄牛 / （扁担）断
34-16	i	16	l	l	l	l	lʱ	l	l	l	l	l	1152:0, 4168:0, 6143:0, 4165:0, 133:0, 5061:0, 3113:0, 109:0, 2942:0, 134:0, 3033:0, 5016:0, 1177:0, 2171:0, 555:0, 5767:0	下（雨） / 两 / 公鸡 / 别人 / 回来 / 圆 / 故事 / 棺材 / 泥巴 / 游 / 烂 / 老 / 老太太 / 老头儿 / 螳螂 / 衣领 / 起来 / 闪 / 黄鼠狼
305-9	i	9	l	l	l	l	l	ɭ	l	l	l	ɬ	4246:0, 1712:0, 4197:0, 1096:0, 5744:0, 5434:0, 3455:0, 1207:0, 3864:0	喇叭 / 块 / 影子 / 水田 / 留 / 篮子 / 老鹰 / 聋子 / 进（屋） / 镰刀
916-4	i	4	l	l	l	l	l	ɭ	l	l	l	l	3183:0, 5305:0, 1232:0, 4978:0	埋 / 燕子 / 蜡烛 / 跛子
710-3	i	3	l	Ø	l	l	lʱ	ɭ	p	l	ɬ	Ø	3709:0, 3838:0, 5768:0	称 / 箩筐 / 闪
196-2	i	2	l	ʔ	Ø	sʰ	ʔ	p	ʐ	ʐ	Ø	ɕʰ	5080:0, 154:0	乌鸦 / 袖子
592-2	i	2	l	l	kʰ	kʰ	kʰ	k	q	q	Ø	ɬ	5847:0, 4482:0	腰 / 鞋
998-2	i	2	l	Ø	Ø	l	l	l	l	l	Ø	Ø	4215:0, 178:0	也 / 犁 / 耕
321-1	i	1	l	l	Ø	Ø	Ø	Ø	ɬ	Ø	Ø	Ø	1108:0	喉咙
154-3	i	3	kʰ	q	Ø	ⁿk	ɢ	Ø	q	q	q	Ø	4190:0, 4926:0, 3454:0	手镯 / 旗子 / 柜子 / 牌 / 狗 / 留 / 老虎 / 蛋 / 野鸡
602-3	i	3	kʰ	kʰ	kʰ	kʰ	tɕʰ	ⁿk	kʰ	kʰ	kʰ	kʰ	3740:0, 2441:0, 4216:0	李子 / 犁 / 空 / 耕
838-3	i	3	kʰ	k	k	kʰ	gʰ	k	ʁ	ʁ	tɕ	tɕ	709:0, 708:0, 245:0	亮 / 十 / 十一 / 十七 / 十三 / 十九 / 十二 / 十五 / 十八 / 十六 / 十四 / 黄 / 黄鼠狼
444-2	i	2	kʰ	k	tɕ	tɕ	Ø	tɕ	ʑ	ʑ	tɕ	tɕ	30:0, 1820:0	三十 / 成
870-2	i	2	kʰ	q	q	kʰ	ⁿg	ⁿk	qʰ	Ø	qʰ	Ø	2200:0, 4983:0	敲 / 蜻蜓
890-2	i	2	kʰ	k	ⁿk	ⁿk	tɕ	ⁿk	ʑ	ʑ	tɕ	tɕ	206:0, 4655:0	二十 / 茶
983-2	i	2	kʰ	k	k	kʰ	gʱ	k	ts	ts	tɕ	tɕ	761:0, 166:0	九月 / 十八 / 十月
675-6	i	6	k	k	k	k	k	k	k	k	k	tɕ	5723:0, 5569:0, 6192:0, 1352:0, 5419:0, 5438:0	奶汁 / 汤 / 过（桥） / 远 / 针 / 锯 / 锯子 / （应）该
277-5	i	5	k	k	k	k	ⁿg	ⁿk	ⁿg	q	k	k	6115:0, 5136:0, 5787:0, 5936:0, 5928:0	西瓜 / 集市 / 马蜂 / 马蜂窝 / 黄瓜
546-5	i	5	k	q	k	q	q	k	q	Ø	k	k	3920:0, 4665:0, 2726:0, 691:0, 4931:0	包谷 / 橘子 / 粥 / 茶叶 / 虾 / 蛋白 / 高粱
346-3	i	3	k	tɕ	s	sʰ	tɕ	s	tɕ	Ø	ts	tɕ	2497:0, 2560:0, 5576:0	架子 / 树干 / 钉耙
457-3	i	3	k	k	ⁿq	q	ⁿk	h	q	q	Ø	k	4943:0, 3501:0, 2108:0	提 / 白菜 / 蛋黄
647-3	i	3	k	k	q	q	ɢ	Ø	q	qʰ	q	q	5829:0, 1470:0, 4783:0	宽 / 蒜 / 青蛙
110-2	i	2	k	tɕ	ⁿtɕ	k	k	ⁿtɕ	ⁿtɕ	Ø	k	k	1078:0, 775:0	南瓜 / 啄木鸟
454-2	i	2	k	k	tɕ	tɕ	Ø	tɕ	ʑ	tɕ	tɕ	tɕ	161:0, 4492:0	九 / 十九 / 樹枝 / 腿
569-2	i	2	k	k	t	tɬ	dʱ	ɬ	q	q	Ø	ɬ	3483:0, 2598:0	桃 / 白 / 白糖 / 白菜
579-2	i	2	k	k	k	k	tɕ	k	Ø	q	tɕ	tɕ	1423:0, 2571:0	孙子 / 弟弟 / 树根
615-2	i	2	k	kʰ	ⁿk	ⁿk	ⁿg	ⁿk	Ø	Ø	k	q	2742:0, 4098:0	歌 / 缩
616-2	i	2	k	q	Ø	q	q	Ø	k	q	ts	Ø	4414:0, 3134:0	热 / 脏
698-2	i	2	k	tɕ	q	q	ɢ	h	tɕ	s	tɕ	Ø	4363:0, 4318:0	肩膀 / 背
1032-2	i	2	k	k	ts	tɕ	Ø	tɕ	tɕ	tɕ	tɕ	tɕ	1092:0, 2456:0	喂（猪） / 斤 / 条（河）
1057-2	i	2	k	k	k	k	ts	k	k	k	Ø	k	2167:0, 4700:0	改 / 火药 / 药
830-10	i	10	h	h	h	h	h	ɦ	χ	χ	h	h	1119:0, 854:0, 3155:0, 4072:0, 1981:0, 2483:0, 5219:0, 2970:0, 1325:0, 6205:0	句 / 喝 / 头巾 / 抢 / 枕头 / 活 / 煮 / 磨（刀） / 编（篮子） / 货物 / （火）灭
866-3	i	3	h	nʲ	n	n	ȵ	n	n	ʔ	n	n	3357:0, 3947:0, 4623:0	现在 / 糯米 / 苎麻
56-2	i	2	h	h	h	h	f	Ø	x	x	h	h	4429:0, 4854:0	头 / 脑髓 / 虹
425-2	i	2	h	ʔ	Ø	Ø	h	m	ʔ	ʔ	m	m	3463:0, 3782:0	坟墓 / 疼 / 病 / 竹子 / 筛子 / 脖子
728-2	i	2	h	h	Ø	t	tʰ	Ø	t	t	Ø	ɕʰ	774:0, 2651:0	南瓜 / 棉花
809-2	i	2	h	h	ʐ	ⁿz	Ø	ʐ	ʂ	s	ʑ	ɣ	4826:0, 5973:0	藏 / 高
970-2	i	2	h	ʔ	Ø	Ø	ʔ	Ø	χ	ʔ	h	h	2808:0, 4595:0	水瓢 / 花生
549-4	i	4	f	Ø	f	Ø	f	w	f	f	f	fʰ	2235:0, 515:0, 5384:0, 1327:0	分 / 头巾 / 方 / 轻
307-2	i	2	dz	Ø	tsʰ	s	Ø	Ø	tɕ	tsʰ	Ø	ɕ	6184:0, 4520:0	臭虫 / 齐
857-1	i	1	dz	Ø	tsʰ	Ø	Ø	Ø	ⁿdz	ⁿdz	Ø	s	1575:0	层
1015-4	i	4	d	Ø	tʰ	tʰ	ɖʰ	t	ʈ	ʈ	t	tʰ	2605:0, 1240:0, 5874:0, 2588:0	填 / 根（棍） / 桌子 / 棵（树） / 风箱
242-3	i	3	d	t	tʰ	Ø	dzʱ	ʈ	ⁿd	l	t	t	3492:0, 788:0, 5665:0	压 / 白糖 / 糖 / 红糖 / 锉子
899-5	i	5	b	p	pʰ	p	pʰ	p	ⁿb	ⁿb	p	p	3221:0, 2368:0, 2725:0, 4408:0, 5574:0	朋友 / 橘子 / 牌 / 胸脯 / 钉耙
935-5	i	5	-	-	v	v	vʰ	-	-	-	v	v	3411:0, 5093:0, 4722:0, 3874:0, 1714:0	影子 / 瓦房 / 篱笆 / 菜园 / 袜子
24-3	i	3	-	-	ʐ	ʐ	ʑ	ʐ	ʐ	-	ʑ	ɕʰ	4957:0, 2337:0, 3491:0	晒 / 白糖 / 红糖 / 蜘蛛
933-2	i	2	-	-	v	v	v	-	ⁿɢ	ⁿɢ	v	v	3885:0, 51:0	上边 / 天 / 簸箕
1004-2	i	2	-	-	k	kʰ	k	k	k	k	k	k	1831:0, 3106:0	我 / 我们 / 炒 / 自己
392-75	c	75	ŋ	ŋ	ŋ	-	-	ŋ	ŋ	ŋ	ŋ	ŋ	148:3, 4949:3, 5473:2, 3054:2, 4794:2, 5261:2, 6212:2, 4852:3, 5569:2, 3740:2, 4246:2, 2169:2, 881:3, 5131:2, 766:3, 5909:2, 1861:2, 14:2, 3810:2, 5969:2, 294:3, 4315:2, 4388:2, 1232:3, 3463:3, 133:3, 2384:2, 2462:2, 2833:2, 5798:2, 1063:2, 4085:2, 5979:3, 2571:2, 2235:2, 4130:2, 216:2, 927:2, 1658:3, 1671:2, 774:2, 3703:3, 4122:2, 338:2, 481:2, 2866:2, 3134:2, 1177:3, 2801:2, 2575:2, 3004:2, 3694:2, 1153:3, 2640:2, 108:2, 1245:2, 3856:2, 3422:2, 1630:2, 1358:3, 3117:2, 2961:2, 952:2, 2505:3, 5971:2, 4444:2, 3830:2, 4744:2, 5874:2, 2963:2, 2868:2, 5910:2, 802:2, 5700:2, 1275:2	丈 / 下（雨） / 两 / 中间 / 二月 / 云 / 仓库 / 位（客） / 凳子 / 分 / 半夜 / 南瓜 / 厨房 / 发烧 / 只（鸡） / 叶子 / 吠 / 吹火筒 / 唱 / 回来 / 圆 / 埋 / 墙 / 多 / 好 / 帮助 / 平 / 床 / 扁担 / 放（牛） / 方 / 木匠 / 松 / 柜子 / 树根 / 棉絮 / 水桶 / 水牛 / 水缸 / 池塘 / 洞 / 浮 / 满 / 烟 / 热 / 牵 / 甑子 / 疼 / 病 / 秤 / 秧 / 空 / 等 / 筛子 / 箱子 / 给 / 缝 / 网 / 羊 / 聋子 / 肥肉 / 胖 / 脖子 / 茶叶 / 萝卜 / 蒸 / 虹 / 蛔虫 / 裹腿布 / 赠送 / 送（客） / 针 / 锤子 / 门 / 雪 / 风箱 / 香 / 骨头 / 高粱 / （牛）角 / （线）断
709-20	c	20	ŋ	ŋ	-	-	-	n	n	n	-	-	2430:2, 2229:2, 3165:2, 4197:2, 5973:2, 5120:2, 5613:2, 1599:2, 6108:2, 195:2, 4253:2, 2337:2, 1853:3, 633:2, 528:2, 3347:2, 2969:2, 1820:2, 4628:2, 1108:2	争 / 初一 / 初三 / 初二 / 剪 / 喉咙 / 岁 / 年 / 成 / 扁 / 新 / 明年 / 晒 / 杉树 / 水田 / 活 / 熟 / 猴子 / 红 / 老鹰 / 聪明 / 苦 / 裙子 / 钱 / 高 / 黄牛
